RACEID,YEAR,ROUND,NAME,F1DATE,TIME,URL,SCORE,DNF_COUNT,DNF_DUE_TO_ACCIDENT_COUNT,WEATHER,WEATHER_WET,CIRCUITREF,YEAR_C,RACE_COUNT,NAME_YEAR,OVERTAKEN_POSITIONS_TOTAL
16,2009,16,Brazilian Grand Prix,18-Oct-09,16:00:00,http://en.wikipedia.org/wiki/2009_Brazilian_Grand_Prix,8.309,6,4,Partially cloudy and dry,N,interlagos,2009,1,2009 Brazilian Grand Prix,177
22,2008,5,Turkish Grand Prix,11-May-08,12:00:00,http://en.wikipedia.org/wiki/2008_Turkish_Grand_Prix,6.816,3,2,Sunny with temperatures reaching up to 17 °C (63 °F)[3],N,istanbul,2008,1,2008 Turkish Grand Prix,147
28,2008,11,Hungarian Grand Prix,3-Aug-08,12:00:00,http://en.wikipedia.org/wiki/2008_Hungarian_Grand_Prix,6.202,3,0,"Sunny; Air 30–31 °C (86–88 °F), Track 40–43 °C (104–109 °F)",N,hungaroring,2008,1,2008 Hungarian Grand Prix,127
39,2007,4,Spanish Grand Prix,13-May-07,12:00:00,http://en.wikipedia.org/wiki/2007_Spanish_Grand_Prix,,8,1,Sunny and warm,N,catalunya,2007,1,2007 Spanish Grand Prix,117
46,2007,11,Hungarian Grand Prix,5-Aug-07,12:00:00,http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix,,4,2,"Sunny, temperatures reaching up to 27 °C (81 °F)[1]",N,hungaroring,2007,1,2007 Hungarian Grand Prix,132
51,2007,16,Chinese Grand Prix,7-Oct-07,6:00:00,http://en.wikipedia.org/wiki/2007_Chinese_Grand_Prix,,5,3,Light Rain at the start before drying out. Light rain in the middle of the race before drying.,Y,shanghai,2007,1,2007 Chinese Grand Prix,163
54,2006,2,Malaysian Grand Prix,19-Mar-06,15:00:00,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix,,8,1,"Fine, Air Temp: 33°C, Wind Speed: 1.5 m/s, Humidity: 61%",N,sepang,2006,1,2006 Malaysian Grand Prix,73
60,2006,8,British Grand Prix,11-Jun-06,12:00:00,http://en.wikipedia.org/wiki/2006_British_Grand_Prix,,4,3,Sunny,N,silverstone,2006,1,2006 British Grand Prix,89
285,1993,13,Italian Grand Prix,12-Sep-93,\N,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,,15,9,Hot and sunny,N,monza,1993,1,1993 Italian Grand Prix,0
295,1992,7,Canadian Grand Prix,14-Jun-92,\N,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,,17,2,Dry with temperatures reaching up to 25 °C (77 °F);Wind speeds up to 14 km/h (8.7 mph)[1],N,villeneuve,1992,1,1992 Canadian Grand Prix,0
300,1992,12,Belgian Grand Prix,30-Aug-92,\N,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,,14,4,"Overcast, brief rain mid-race",Y,spa,1992,1,1992 Belgian Grand Prix,0
309,1991,5,Canadian Grand Prix,2-Jun-91,\N,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,,25,2,Mild with temperatures approaching 25 °C (77 °F);Wind speeds up to 12 km/h (7.5 mph)[1],N,villeneuve,1991,1,1991 Canadian Grand Prix,0
320,1991,16,Australian Grand Prix,3-Nov-91,\N,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,,12,6,Torrential rain,Y,adelaide,1991,1,1991 Australian Grand Prix,0
323,1990,3,San Marino Grand Prix,13-May-90,\N,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,,23,4,"Warm, dry, sunny",N,imola,1990,1,1990 San Marino Grand Prix,0
325,1990,5,Canadian Grand Prix,10-Jun-90,\N,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,,22,7,Warm and cloudy with temperatures approaching 19.8 °C (67.6 °F); wind speeds up to 27.8 kilometres per hour (17.3 mph)[1],N,villeneuve,1990,1,1990 Canadian Grand Prix,0
332,1990,12,Italian Grand Prix,9-Sep-90,\N,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,,21,3,"Hot, dry, sunny",N,monza,1990,1,1990 Italian Grand Prix,0
71,2005,1,Australian Grand Prix,6-Mar-05,14:00:00,http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix,,3,2,"Cool, partly cloudy",N,albert_park,2005,1,2005 Australian Grand Prix,94
73,2005,3,Bahrain Grand Prix,3-Apr-05,14:30:00,http://en.wikipedia.org/wiki/2005_Bahrain_Grand_Prix,,8,0,"Sunny, 42 °C (108 °F)[1]",N,bahrain,2005,1,2005 Bahrain Grand Prix,134
84,2005,14,Turkish Grand Prix,21-Aug-05,15:00:00,http://en.wikipedia.org/wiki/2005_Turkish_Grand_Prix,,5,0,Sunny; 30°C Air; 45°C Track,N,istanbul,2005,1,2005 Turkish Grand Prix,138
91,2004,2,Malaysian Grand Prix,21-Mar-04,\N,http://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix,,4,1,"Dry, light rain at the startAir Temp 34 °C (93 °F)",Y,sepang,2004,1,2004 Malaysian Grand Prix,154
97,2004,8,Canadian Grand Prix,13-Jun-04,\N,http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix,,10,1,Clear and mild with temperatures approaching 25.0 °C (77.0 °F)Wind speeds up to 5.8 km/h (3.6 mph)[1]Track 35 °C (95 °F)[2],N,villeneuve,2004,1,2004 Canadian Grand Prix,111
98,2004,9,United States Grand Prix,20-Jun-04,\N,http://en.wikipedia.org/wiki/2004_United_States_Grand_Prix,,11,4,Fine with temperatures reaching up to 24 °C (75 °F); wind speeds approaching speeds of 17.9 kilometres per hour (11.1 mph)[1],N,indianapolis,2004,1,2004 United States Grand Prix,93
110,2003,3,Brazilian Grand Prix,6-Apr-03,\N,http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix,,11,8,Rainy: 20 °C (68 °F),Y,interlagos,2003,1,2003 Brazilian Grand Prix,141
115,2003,8,Canadian Grand Prix,15-Jun-03,\N,http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix,,9,1,Partly cloudy and mild with temperatures reaching a maximum of 19.3 °C (66.7 °F)Wind speeds up to 12.9 km/h (8.0 mph)[1],N,villeneuve,2003,1,2003 Canadian Grand Prix,129
126,2002,3,Brazilian Grand Prix,31-Mar-02,\N,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix,,11,2,"Clear, Air Temp: 30°C",N,interlagos,2002,1,2002 Brazilian Grand Prix,100
618,1973,14,Canadian Grand Prix,23-Sep-73,\N,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,,8,2,Mild with temperatures approaching 22.2 °C (72.0 °F); wind speeds up to 11.8 kilometres per hour (7.3 mph)[1],N,mosport,1973,1,1973 Canadian Grand Prix,0
641,1971,10,Canadian Grand Prix,19-Sep-71,\N,http://en.wikipedia.org/wiki/1971_Canadian_Grand_Prix,,10,4,Chilly with temperatures approaching 17.8 °C (64.0 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1],N,mosport,1971,1,1971 Canadian Grand Prix,0
1029,2019,20,Brazilian Grand Prix,17-Nov-19,17:10:00,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix,8.8,4,2,Sunny,N,interlagos,2019,1,2019 Brazilian Grand Prix,205
1065,2021,14,Italian Grand Prix,12-Sep-21,13:00:00,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix,,0,0,not found,N,monza,2021,1,2021 Italian Grand Prix,0
933,2015,8,Austrian Grand Prix,21-Jun-15,12:00:00,http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix,5.6,6,2,not found,N,red_bull_ring,2015,1,2015 Austrian Grand Prix,76
966,2016,19,Mexican Grand Prix,30-Oct-16,19:00:00,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix,5.94,1,1,Sunny,N,rodriguez,2016,1,2016 Mexican Grand Prix,151
1012,2019,3,Chinese Grand Prix,14-Apr-19,6:10:00,https://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix,4.8,3,2,not found,N,shanghai,2019,1,2019 Chinese Grand Prix,114
245,1995,6,Canadian Grand Prix,11-Jun-95,\N,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,,15,6,"Cloudy at start, sunny later with temperatures reaching up to 24.3 °C (75.7 °F)Wind speeds up to 8 km/h (5.0 mph)[1]",N,villeneuve,1995,1,1995 Canadian Grand Prix,0
165,2000,8,Canadian Grand Prix,18-Jun-00,\N,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,,9,4,"Cloudy and raining; Air 17 °C (63 °F),Track 21 °C (70 °F)",Y,villeneuve,2000,1,2000 Canadian Grand Prix,131
25,2008,8,French Grand Prix,22-Jun-08,12:00:00,http://en.wikipedia.org/wiki/2008_French_Grand_Prix,5.548,1,1,Dry at first; light rain in the final stages,Y,magny_cours,2008,1,2008 French Grand Prix,169
308,1991,4,Monaco Grand Prix,12-May-91,\N,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,,22,4,"Cloudy, mild, dry",N,monaco,1991,1,1991 Monaco Grand Prix,0
85,2005,15,Italian Grand Prix,4-Sep-05,14:00:00,http://en.wikipedia.org/wiki/2005_Italian_Grand_Prix,,0,0,Sunny,N,monza,2005,1,2005 Italian Grand Prix,145
127,2002,4,San Marino Grand Prix,14-Apr-02,\N,http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix,,11,0,"Scattered thunderstorms, but remaining dry. Air Temp: 18°C",N,imola,2002,1,2002 San Marino Grand Prix,69
634,1971,3,Monaco Grand Prix,23-May-71,\N,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix,,12,4,Overcast,N,monaco,1971,1,1971 Monaco Grand Prix,0
705,1965,7,German Grand Prix,1-Aug-65,\N,http://en.wikipedia.org/wiki/1965_German_Grand_Prix,,13,0,Overcast and dry,N,nurburgring,1965,1,1965 German Grand Prix,0
734,1962,6,German Grand Prix,5-Aug-62,\N,http://en.wikipedia.org/wiki/1962_German_Grand_Prix,,15,2,Heavy rain showers,Y,nurburgring,1962,1,1962 German Grand Prix,0
754,1960,9,Italian Grand Prix,4-Sep-60,\N,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix,,7,1,"Warm, dry",N,monza,1960,1,1960 Italian Grand Prix,0
786,1956,3,Indianapolis 500,30-May-56,\N,http://en.wikipedia.org/wiki/1956_Indianapolis_500,,15,7,"Overcast, dry track",N,indianapolis,1956,1,1956 Indianapolis 500,0
816,1953,9,Italian Grand Prix,13-Sep-53,\N,http://en.wikipedia.org/wiki/1953_Italian_Grand_Prix,,14,2,"Sunny, mild, dry",N,monza,1953,1,1953 Italian Grand Prix,0
854,2011,14,Singapore Grand Prix,25-Sep-11,12:00:00,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,6.39,4,3,Hot and humid Air Temp 31 °C (88 °F)[1],N,marina_bay,2011,1,2011 Singapore Grand Prix,225
541,1978,15,United States Grand Prix,1-Oct-78,\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,,12,0,"Cloudy, dry",N,watkins_glen,1978,1,1978 United States Grand Prix,0
358,1989,3,Monaco Grand Prix,7-May-89,\N,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,,23,1,"Warm, dry, sunny",N,monaco,1989,1,1989 Monaco Grand Prix,0
390,1987,3,Belgian Grand Prix,17-May-87,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,,16,3,Cloudy and cool,N,spa,1987,1,1987 Belgian Grand Prix,0
404,1986,1,Brazilian Grand Prix,23-Mar-86,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,,15,1,"Hot, dry and sunny",N,jacarepagua,1986,1,1986 Brazilian Grand Prix,0
462,1983,11,Austrian Grand Prix,14-Aug-83,\N,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,,16,4,Dry,N,osterreichring,1983,1,1983 Austrian Grand Prix,0
780,1957,5,British Grand Prix,20-Jul-57,\N,http://en.wikipedia.org/wiki/1957_British_Grand_Prix,,12,1,"Overcast, dry.",N,aintree,1957,1,1957 British Grand Prix,0
212,1997,6,Spanish Grand Prix,25-May-97,\N,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,,7,0,Clear,N,catalunya,1997,1,1997 Spanish Grand Prix,198
254,1995,15,Pacific Grand Prix,22-Oct-95,\N,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,,7,2,"Cloudy, dry",N,okayama,1995,1,1995 Pacific Grand Prix,0
14,2009,14,Singapore Grand Prix,27-Sep-09,12:00:00,http://en.wikipedia.org/wiki/2009_Singapore_Grand_Prix,5.336,6,2,Hot and Dry,N,marina_bay,2009,1,2009 Singapore Grand Prix,120
270,1994,14,European Grand Prix,16-Oct-94,\N,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,,9,2,Sunny,N,jerez,1994,1,1994 European Grand Prix,0
333,1990,13,Portuguese Grand Prix,23-Sep-90,\N,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,,20,4,not found,N,estoril,1990,1,1990 Portuguese Grand Prix,0
121,2003,14,Italian Grand Prix,14-Sep-03,\N,http://en.wikipedia.org/wiki/2003_Italian_Grand_Prix,,7,0,Sunny,N,monza,2003,1,2003 Italian Grand Prix,85
606,1973,2,Brazilian Grand Prix,11-Feb-73,\N,http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix,,8,0,Partly cloudy and hot,N,interlagos,1973,1,1973 Brazilian Grand Prix,0
647,1970,5,Dutch Grand Prix,21-Jun-70,\N,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix,,13,2,not found,N,zandvoort,1970,1,1970 Dutch Grand Prix,0
707,1965,9,United States Grand Prix,3-Oct-65,\N,http://en.wikipedia.org/wiki/1965_United_States_Grand_Prix,,5,1,not found,N,watkins_glen,1965,1,1965 United States Grand Prix,0
778,1957,3,Indianapolis 500,30-May-57,\N,http://en.wikipedia.org/wiki/1957_Indianapolis_500,,16,7,"Slightly overcast, dry track",N,indianapolis,1957,1,1957 Indianapolis 500,0
845,2011,5,Spanish Grand Prix,22-May-11,12:00:00,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,7.319,3,1,"Mainly sunny, Fine and Dry[2][3] Air Temp 27 °C (81 °F)[3] Track Temp 33 °C (91 °F) to 44 °C (111 °F)[3]",N,catalunya,2011,1,2011 Spanish Grand Prix,275
475,1982,9,Dutch Grand Prix,3-Jul-82,\N,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,,16,1,Cloudy,N,zandvoort,1982,1,1982 Dutch Grand Prix,0
602,1974,13,Italian Grand Prix,8-Sep-74,\N,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,,20,1,not found,N,monza,1974,1,1974 Italian Grand Prix,0
357,1989,2,San Marino Grand Prix,23-Apr-89,\N,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,,28,5,"Warm, dry, sunny",N,imola,1989,1,1989 San Marino Grand Prix,0
396,1987,9,Hungarian Grand Prix,9-Aug-87,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,,13,2,Dry,N,hungaroring,1987,1,1987 Hungarian Grand Prix,0
457,1983,6,Belgian Grand Prix,22-May-83,\N,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,,14,2,not found,N,spa,1983,1,1983 Belgian Grand Prix,0
695,1966,6,German Grand Prix,7-Aug-66,\N,http://en.wikipedia.org/wiki/1966_German_Grand_Prix,,12,4,Overcast and wet,Y,nurburgring,1966,1,1966 German Grand Prix,0
1020,2019,11,German Grand Prix,28-Jul-19,13:10:00,https://en.wikipedia.org/wiki/2019_German_Grand_Prix,9.4,7,5,"Early rain, Late clouds",Y,hockenheimring,2019,1,2019 German Grand Prix,260
849,2011,9,British Grand Prix,10-Jul-11,12:00:00,http://en.wikipedia.org/wiki/2011_British_Grand_Prix,7.96,5,1,Wet track at start; subsequently drying[1]Air Temp 20 °C (68 °F)[1]Track Temp 22 °C (72 °F)[1],Y,silverstone,2011,1,2011 British Grand Prix,169
862,2012,3,Chinese Grand Prix,15-Apr-12,7:00:00,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,8.648,1,0,not found,N,shanghai,2012,1,2012 Chinese Grand Prix,356
869,2012,10,German Grand Prix,22-Jul-12,12:00:00,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,7.055,0,0,Fine and Dry[2] Air Temp 22 °C (72 °F)[2] Track Temp 30 °C (86 °F)[2],N,hockenheimring,2012,1,2012 German Grand Prix,225
873,2012,14,Singapore Grand Prix,23-Sep-12,12:00:00,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,5.998,6,3,Hot and humid[2]Air Temp 29 °C (84 °F)[2]Track Temp 31 °C (88 °F)[2],N,marina_bay,2012,1,2012 Singapore Grand Prix,297
875,2012,16,Korean Grand Prix,14-Oct-12,6:00:00,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,5.158,4,2,Fine and Dry[3] Air Temp 21 °C (70 °F)[3] Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F)[3],N,yeongam,2012,1,2012 Korean Grand Prix,128
481,1982,15,Italian Grand Prix,12-Sep-82,\N,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,,18,3,Dry,N,monza,1982,1,1982 Italian Grand Prix,0
482,1982,16,Caesars Palace Grand Prix,25-Sep-82,\N,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,,17,3,Sunny with temperatures reaching up to 98.8 °F (37.1 °C); wind speeds approaching speeds up to 18.1 miles per hour (29.1 km/h)[1],N,las_vegas,1982,1,1982 Caesars Palace Grand Prix,0
491,1981,9,British Grand Prix,18-Jul-81,\N,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,,22,4,Dry,N,silverstone,1981,1,1981 British Grand Prix,0
496,1981,14,Canadian Grand Prix,27-Sep-81,\N,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,,19,10,Wet and cold with temperatures up to 20 °C (68 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[1],Y,villeneuve,1981,1,1981 Canadian Grand Prix,0
497,1981,15,Caesars Palace Grand Prix,17-Oct-81,\N,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,,18,1,Sunny with temperatures reaching up to 75 °F (24 °C); wind speeds approaching speeds up to 11.1 miles per hour (17.9 km/h)[1],N,las_vegas,1981,1,1981 Caesars Palace Grand Prix,0
502,1980,5,Belgian Grand Prix,4-May-80,\N,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,,17,4,Dry,N,zolder,1980,1,1980 Belgian Grand Prix,0
506,1980,9,German Grand Prix,10-Aug-80,\N,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,,11,0,"Overcast, Dry",N,hockenheimring,1980,1,1980 German Grand Prix,0
510,1980,13,Canadian Grand Prix,28-Sep-80,\N,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,,17,3,Cold and dry with temperatures reaching up to 11 °C (52 °F); wind speeds up to 15.9 kilometres per hour (9.9 mph)[1],N,villeneuve,1980,1,1980 Canadian Grand Prix,0
517,1979,6,Belgian Grand Prix,13-May-79,\N,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,,17,6,Dry,N,zolder,1979,1,1979 Belgian Grand Prix,0
523,1979,12,Dutch Grand Prix,26-Aug-79,\N,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,,19,2,Dry,N,zandvoort,1979,1,1979 Dutch Grand Prix,0
525,1979,14,Canadian Grand Prix,30-Sep-79,\N,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,,21,3,"Partially cloudy, mild and dry with temperatures reaching up to 21 °C (70 °F); wind speeds up to 18.3 kilometres per hour (11.4 mph)[1]",N,villeneuve,1979,1,1979 Canadian Grand Prix,0
529,1978,3,South African Grand Prix,4-Mar-78,\N,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,,18,3,Dry,N,kyalami,1978,1,1978 South African Grand Prix,0
548,1977,6,Monaco Grand Prix,22-May-77,\N,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,,14,0,Dry,N,monaco,1977,1,1977 Monaco Grand Prix,0
554,1977,12,Austrian Grand Prix,14-Aug-77,\N,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,,14,4,"Wet, then drying",Y,osterreichring,1977,1,1977 Austrian Grand Prix,0
557,1977,15,United States Grand Prix,2-Oct-77,\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,,8,5,Rain with temperatures reaching up to 63 °F (17 °C); winds gusting up to 12.8 miles per hour (20.6 km/h)[1],Y,watkins_glen,1977,1,1977 United States Grand Prix,0
561,1976,2,South African Grand Prix,6-Mar-76,\N,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,,9,2,Sunny,N,kyalami,1976,1,1976 South African Grand Prix,0
562,1976,3,United States Grand Prix West,28-Mar-76,\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,,17,4,Hot and sunny with temperatures reaching up to 70 °F (21 °C); wind speeds approaching speeds up to 15 miles per hour (24 km/h)[2],N,long_beach,1976,1,1976 United States Grand Prix West,0
572,1976,13,Italian Grand Prix,12-Sep-76,\N,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,,11,3,not found,N,monza,1976,1,1976 Italian Grand Prix,0
573,1976,14,Canadian Grand Prix,3-Oct-76,\N,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,,7,3,Mild with temperatures approaching 22 °C (72 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[2],N,mosport,1976,1,1976 Canadian Grand Prix,0
576,1975,1,Argentine Grand Prix,12-Jan-75,\N,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,,10,1,Hot and sunny,N,galvez,1975,1,1975 Argentine Grand Prix,0
581,1975,6,Belgian Grand Prix,25-May-75,\N,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,,12,3,Dry and sunny,N,zolder,1975,1,1975 Belgian Grand Prix,0
594,1974,5,Belgian Grand Prix,12-May-74,\N,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,,15,3,not found,N,nivelles,1974,1,1974 Belgian Grand Prix,0
600,1974,11,German Grand Prix,4-Aug-74,\N,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,,18,4,"Overcast, showers",Y,nurburgring,1974,1,1974 German Grand Prix,0
343,2010,7,Turkish Grand Prix,30-May-10,11:00:00,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,7.984,5,1,Air: 28 to 29 °C (82 to 84 °F) Track: 39 to 49 °C (102 to 120 °F),N,istanbul,2010,1,2010 Turkish Grand Prix,95
359,1989,4,Mexican Grand Prix,28-May-89,\N,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,,24,1,"Hot, dry, partly sunny 25°C/79°F, 40% Humidity, wind NW-10mph",N,rodriguez,1989,1,1989 Mexican Grand Prix,0
361,1989,6,Canadian Grand Prix,18-Jun-89,\N,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,,32,8,Cool and rainy with temperatures approaching 24 °C (75 °F); wind speeds up to 17.9 kilometres per hour (11.1 mph)[1],Y,villeneuve,1989,1,1989 Canadian Grand Prix,0
374,1988,3,Monaco Grand Prix,15-May-88,\N,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,,21,5,Warm and dry,N,monaco,1988,1,1988 Monaco Grand Prix,0
376,1988,5,Canadian Grand Prix,12-Jun-88,\N,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,,20,1,Sunny and hot with temperatures up to 29 °C (84 °F); wind speeds up to 19 kilometres per hour (12 mph)[1],N,villeneuve,1988,1,1988 Canadian Grand Prix,0
392,1987,5,Detroit Grand Prix,21-Jun-87,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,,14,5,Clear with rain showers later on; temperatures reaching up to 78.1 °F (25.6 °C); wind speeds up to 19.6 miles per hour (31.5 km/h)[1],Y,detroit,1987,1,1987 Detroit Grand Prix,0
397,1987,10,Austrian Grand Prix,16-Aug-87,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,,12,1,Dry,N,osterreichring,1987,1,1987 Austrian Grand Prix,0
402,1987,15,Japanese Grand Prix,1-Nov-87,\N,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,,14,3,Dry,N,suzuka,1987,1,1987 Japanese Grand Prix,0
420,1985,1,Brazilian Grand Prix,7-Apr-85,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,,12,2,not found,N,jacarepagua,1985,1,1985 Brazilian Grand Prix,0
424,1985,5,Canadian Grand Prix,16-Jun-85,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,,8,4,Sunny with temperatures approaching 20.5 °C (68.9 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],N,villeneuve,1985,1,1985 Canadian Grand Prix,0
425,1985,6,Detroit Grand Prix,23-Jun-85,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,,13,6,Clear and cool with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds up to 23 miles per hour (37 km/h)[1],N,detroit,1985,1,1985 Detroit Grand Prix,0
441,1984,6,Monaco Grand Prix,3-Jun-84,\N,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,,19,7,Heavy rain and spray,Y,monaco,1984,1,1984 Monaco Grand Prix,0
442,1984,7,Canadian Grand Prix,17-Jun-84,\N,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,,16,1,Dry with temperatures approaching 26 °C (79 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],N,villeneuve,1984,1,1984 Canadian Grand Prix,0
444,1984,9,Dallas Grand Prix,8-Jul-84,\N,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,,19,13,Sunny with temperatures reaching up to 100 °F (38 °C); wind speeds approaching speeds up to 14 miles per hour (23 km/h)[1],N,dallas,1984,1,1984 Dallas Grand Prix,0
